NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Study Type,Start Date,Primary Completion Date,Completion Date,Patient friendly summary,Field1,Relevant for rare cancer?,Genetic,Key inclusion criteria,Key exclusion criteria,Gene,Rare Cancer Types,Location,Tumour agnostic?,Reviewed,Drugs,Biologicals,Max ECOG,For untreated patients?,Trial cohort,Cohorts,Trial Question,Trial Drug,How given?,Updated locations
"NCT06149286","A Trial to Learn if Odronextamab Combined With Lenalidomide is Safe and Works Better Than Rituximab Combined With Lenalidomide in Participants With Follicular Lymphoma and Marginal Zone Lymphoma","https://clinicaltrials.gov/study/NCT06149286","OLYMPIA-5","RECRUITING","This study is researching an experimental drug called odronextamab, referred to as study drug. The study is focused on patients who have one of two types of cancer: follicular lymphoma (FL) or marginal zone lymphoma (MZL) that has come back after treatment (called ""relapsed""), or did not respond to treatment (called ""refractory""). FL and MZL are subtypes of Non-Hodgkin 's lymphoma (NHL).

This study will be made up of two parts (Part 1 not randomized, Part 2 randomized - controlled). The aim of Part 1 of the study is to see how safe and tolerable the study drug is when used in combination with lenalidomide, in participants with FL or MZL, and to determine the dose of the study drug to be used in Part 2 of this study. This combination is considered ""first-in-human"" as it has not been tested as a combination treatment in humans before. The aim of Part 2, of the study is to assess how the combination of odronextamab and lenalidomide works compared to the combination of rituximab and lenalidomide, (the current standard-of-care treatment for FL and/or MZL). Standard-of-care means the usual medication expected and used when receiving treatment for a condition.

The study is looking at several other research questions, including:

* What side effects may happen from taking the study drug in combination with lenalidomide
* How much study drug is in your blood at different times
* Whether the body makes antibodies against the study drug (which could make the study drug less effective or could lead to side effects)
* The impact from the study drug on your quality-of-life and ability to complete routine daily activities","Relapsed/Refractory Follicular Lymphoma|Marginal Zone Lymphoma (MZL)","DRUG: Odronextamab|DRUG: Lenalidomide|DRUG: Rituximab","Regeneron Pharmaceuticals",,"ALL","ADULT, OLDER_ADULT","PHASE3",470,"INTERVENTIONAL","12/28/23 00:00:00","10/04/29 00:00:00","10/04/29 00:00:00",0,483,1,0,,,483,483,483,0,1,483,483,"2",0,,469,,,,469
"NCT06150157","A Study of JNJ-88549968 for the Treatment of Calreticulin (CALR)-Mutated Myeloproliferative Neoplasms","https://clinicaltrials.gov/study/NCT06150157",,"RECRUITING","The purpose of this study is to characterize safety and to determine the Recommended Phase 2 Dose (RP2D\[s\]) and optimal dosing schedule(s) of JNJ-88549968, in part 1 (Dose Escalation); to characterize the safety of JNJ- 88549968 at RP2D(s), in part 2 (Cohort Expansion).","Myeloproliferative Disorders|Essential Thrombocythemia|Neoplasms|Myelofibrosis","DRUG: JNJ-88549968","Janssen Research & Development, LLC",,"ALL","ADULT, OLDER_ADULT","PHASE1",100,"INTERVENTIONAL","12/20/23 00:00:00","10/01/25 00:00:00","11/19/26 00:00:00",0,75,1,1,,,75,75,75,0,1,75,75,"2",0,,470,,,,470
"NCT06150183","Safety and Preliminary Efficacy of BNT314 With or Without an Immune Checkpoint Inhibitor in Cancer Patients With Malignant Solid Tumors","https://clinicaltrials.gov/study/NCT06150183",,"RECRUITING","The purpose of this first-in-human study is to find out if BNT314 is safe when it is used alone and when it is used together with another antibody cancer drug (pembrolizumab) in patients with different types of cancer. Patients will receive either BNT314 alone or BNT314 combined with pembrolizumab.

Phase 1 of the study consists of a dose escalation part, and a safety run-in (SRI) and expansion part:

Dose escalation: In this part of the study, patients will be assigned to multiple dose levels (DLs) of BNT314 given alone. By escalating the dose with a small group of patients, the Maximum Tolerated Dose (MTD) which is the highest dose with acceptable safety and manageable side effects, or the maximum administered dose (MAD) will be investigated. At the end of this part, the Recommended Phase 2 Dose (RP2D) which is the dose to be tested in Phase 2 will be decided.

Safety Run-In: In this part of the study, BNT314 will be combined with pembrolizumab. Before starting the expansion part, the combination will be tested in another small group of participants (12-28) to find out how safe this combination is.

Expansion: In this part of the study, BNT314 will be combined with pembrolizumab. After the SRI is completed, the study will continue with the expansion part where up to 199 participants with different types of cancer will be included.

The Phase 2 part of the study will be introduced via an amendment to the study protocol.","Advanced Malignant Solid Tumor","BIOLOGICAL: BNT314|BIOLOGICAL: Pembrolizumab","BioNTech SE","Genmab","ALL","ADULT, OLDER_ADULT","PHASE1|PHASE2",360,"INTERVENTIONAL","11/30/23 00:00:00","02/01/30 00:00:00","02/01/30 00:00:00",0,83,1,0,,,83,83,83,0,1,83,83,"1",0,,471,,,,471
"NCT06151574","Beamion LUNG-2: A Study to Test Whether Zongertinib (BI 1810631) Helps People With Advanced Non-small Cell Lung Cancer With HER2 Mutations Compared With Standard Treatment","https://clinicaltrials.gov/study/NCT06151574",,"RECRUITING","This study is open to adults 18 years and older with advanced or metastatic non-small cell lung cancer. People can join the study if they have tumours with HER2 mutations and have not yet received any systemic therapy including chemotherapy for advanced or metastatic lung cancer. The purpose of this study is to find out whether a medicine called zongertinib (BI 1810631) can slow down the worsening of advanced non-small cell lung cancer better than the standard treatment available. Zongertinib may slow cancer cell growth by inhibiting HER2. This would prolong cancer re-occurrence and increase survival. Current standard treatment is pembrolizumab plus platinum-pemetrexed chemotherapy.

Participants are put into 2 groups by chance. One group receives zongertinib at regular times throughout the study and the other group receives infusions of pembrolizumab, pemetrexed and cisplatin or carboplatin (pembrolizumab plus platinum-pemetrexed chemotherapy) into a vein.

Participants may be in the study up to a maximum of 70 months. During this time, they visit the study site about every 3 weeks for study procedures. The doctors regularly check the size of the tumour with a CT or MRI scan, at the beginning of the study and every 6 weeks. After 18 months they check the tumour size every 12 weeks. Doctors regularly check whether the cancer has spread to other parts of the body. The doctors also regularly check participants' health and take note of any unwanted effects. The time it takes for the cancer to worsen is compared between the 2 groups to see whether the treatment works. The participants also fill in questionnaires about their symptoms and quality of life.","Lung Cancer, Non-squamous, Non-small Cell","DRUG: zongertinib|DRUG: pembrolizumab|DRUG: cisplatin|DRUG: carboplatin|DRUG: pemetrexed","Boehringer Ingelheim",,"ALL","ADULT, OLDER_ADULT","PHASE3",270,"INTERVENTIONAL","01/15/24 00:00:00",,,0,314,0,0,,,314,314,314,0,1,314,314,,0,,472,,,,472
"NCT06161974","Study of Olutasidenib and Temozolomide in HGG","https://clinicaltrials.gov/study/NCT06161974",,"NOT_YET_RECRUITING","The goal of this study is to determine the efficacy of the study drug olutasidenib to treat newly diagnosed pediatric and young adult patients with a high-grade glioma (HGG) harboring an IDH1 mutation.

The main question the study aims to answer is whether the combination of olutasidenib and temozolomide (TMZ) can prolong the life of patients diagnosed with an IDH-mutant HGG.","High Grade Glioma|Astrocytoma|Astrocytoma, Grade III|Astrocytoma, Grade IV|Diffuse Intrinsic Pontine Glioma|WHO Grade III Glioma|WHO Grade IV Glioma|Metastatic Brain Tumor|Diffuse Midline Glioma, H3 K27M-Mutant|Thalamus Tumor|Spinal Tumor|IDH1 Mutation|ID","DRUG: Olutasidenib + TMZ","Rigel Pharmaceuticals","Nationwide Children's Hospital","ALL","CHILD, ADULT","PHASE2",60,"INTERVENTIONAL","06/01/24 00:00:00","06/01/29 00:00:00","06/01/35 00:00:00",0,253,1,1,"<39yr. NB nly UK centre is GOSHtherefore unlikely to be available to non-paediatric patients",,253,253,253,0,1,253,253,"3",0,"Primary brain tumours",473,,,,473
"NCT06170788","Sacituzumab Tirumotecan (MK-2870) in Combination With Pembrolizumab Versus Pembrolizumab Alone in Metastatic Non-small Cell Lung Cancer (NSCLC) With Programmed Cell Death Ligand 1 (PD-L1) Tumor Proportion Score (TPS) â‰¥ 50% (MK-2870-007)","https://clinicaltrials.gov/study/NCT06170788",,"RECRUITING","The primary objective of the study is to compare sacituzumab tirumotecan combined with pembrolizumab to pembrolizumab alone with respect to overall survival (OS). The primary hypothesis is that the combination of sacituzumab tirumotecan and pembrolizumab is superior to pembrolizumab alone with respect to OS.

All participants who have completed the first course of pembrolizumab may be eligible for up to an additional 9 cycles of pembrolizumab monotherapy if there is blinded independent central review (BICR)-verified progressive disease by Response Evaluation Criteria In Solid Tumors version 1.1 (RECIST 1.1) after initial treatment.","Non-small Cell Lung Cancer (NSCLC)","BIOLOGICAL: Sacituzumab tirumotecan|BIOLOGICAL: Pembrolizumab","Merck Sharp & Dohme LLC",,"ALL","ADULT, OLDER_ADULT","PHASE3",614,"INTERVENTIONAL","12/15/23 00:00:00",,,0,292,0,0,,,292,292,292,0,1,292,292,,0,,474,,,,474
"NCT06173518","A Study of CD19 Targeted CAR T Cell Therapy in Pediatric Patients With Relapsed or Refractory B Cell Acute Lymphoblastic Leukaemia (B ALL) and Aggressive Mature B-cell Non-Hodgkin Lymphoma (B NHL)","https://clinicaltrials.gov/study/NCT06173518",,"RECRUITING","This is a Phase Ib study to evaluate the safety and efficacy of autologous T cells engineered with a chimeric antigen receptor (CAR) targeting CD19 in pediatric patients with relapsed or refractory (r/r) B cell acute lymphoblastic leukemia (B ALL) and r/r B cell Non-Hodgkin lymphoma (B NHL)","Relapsed or Refractory B Cell Acute Lymphoblastic Leukemia|Relapsed or Refractory B Cell Non-Hodgkin Lymphoma","BIOLOGICAL: AUTO1","Autolus Limited",,"ALL","CHILD, ADULT","PHASE1",24,"INTERVENTIONAL","11/16/23 00:00:00","11/01/27 00:00:00","11/01/27 00:00:00",0,492,0,0,"<18- ie paediatric study",,492,492,492,0,1,492,492,,0,,475,,,,475
"NCT06174987","A Study to Provide Continued Access to and Assess Long-Term Safety of the Study Drug(s)","https://clinicaltrials.gov/study/NCT06174987",,"RECRUITING","This open-label, multicenter, rollover study will provide continued treatment for participants deriving benefit from different therapies received in studies sponsored by Daiichi Sankyo, Inc. (DS) or DS/Astra Zeneca (AZ)-sponsored study (eg. DS8201-A-J101, DS8201-A-U201, DS8201-A-U204, DS8201-A-U207, DS8201-A-U303).","Advanced Cancer|Metastatic Cancer","DRUG: T-DXd","Daiichi Sankyo","AstraZeneca","ALL","ADULT, OLDER_ADULT","PHASE3",50,"INTERVENTIONAL","01/05/24 00:00:00",,,0,136,0,0,"NB master roll-over study",,136,136,136,0,1,136,136,,0,,476,,,,476
"NCT06179511","Study of AZD9829 in CD123+ Hematological Malignancies","https://clinicaltrials.gov/study/NCT06179511",,"RECRUITING","This is a modular, multicentre, open-label, Phase I/II, dose-setting study. AZD9829 will be administered intravenously as monotherapy or in combination in participants with CD123 positive hematological malignancies.","Hematological Malignancies","DRUG: AZD9829","AstraZeneca",,"ALL","ADULT, OLDER_ADULT","PHASE1|PHASE2",65,"INTERVENTIONAL","01/31/24 00:00:00","08/04/26 00:00:00","08/04/26 00:00:00",0,3,1,0,,,3,3,3,0,1,3,3,"2",0,,477,,,,477
"NCT06188520","A First-in-human Dose Escalation and Expansion Study to Evaluate the Safety, and Tolerability of AZD8421 Alone or in Combination in Participants With Selected Advanced or Metastatic Solid Tumors","https://clinicaltrials.gov/study/NCT06188520","CYCAD-1","RECRUITING","This study is designed to evaluate AZD8421 alone and in combination with selected targeted anti-cancer drugs in patients with ER+HER2- advanced breast cancer, and patients with metastatic high-grade serious ovarian cancer.","ER+ HER2- Advanced Breast Cancer|High-grade Serous Ovarian Cancer (HGSOC)","DRUG: AZD8421|DRUG: Camizestrant|DRUG: Ribociclib|DRUG: Palbociclib|DRUG: Abemaciclib","AstraZeneca",,"FEMALE","ADULT, OLDER_ADULT","PHASE1|PHASE2",204,"INTERVENTIONAL","12/05/23 00:00:00","06/18/25 00:00:00","06/18/25 00:00:00",0,278,1,0,,,278,278,278,0,1,278,278,"1",0,,478,,,,478
"NCT06190899","Gedatolisib in Combination With Darolutamide in Metastatic Castration-Resistant Prostate Cancer","https://clinicaltrials.gov/study/NCT06190899",,"RECRUITING","This is a Phase 1/2, open-label, randomized, dose finding and dose expansion study to evaluate the safety, preliminary efficacy, and PK of gedatolisib in combination with darolutamide in subjects with mCRPC.","mCRPC (Metastatic Castration-resistant Prostate Cancer)|Genital Diseases, Male|Urogenital Diseases, Male|Prostatic Disease|Prostatic Neoplasms, Castration-Resistant|Prostate Cancer","DRUG: Gedatolisib|DRUG: Darolutamide","Celcuity Inc",,"MALE","ADULT, OLDER_ADULT","PHASE1|PHASE2",54,"INTERVENTIONAL","01/01/24 00:00:00","11/01/25 00:00:00","11/01/27 00:00:00",0,305,0,0,,,305,305,305,0,1,305,305,,0,,479,,,,479
"NCT06193239","Diagnostic Accuracy Study for OWL-EVO1 as a Lung Cancer EVOCÂ® Probe (Evolution Phase 2)","https://clinicaltrials.gov/study/NCT06193239",,"RECRUITING","The Phase 2a Evolution study aims to assess the diagnostic accuracy of the OWL-EV1 Probe Breath Biopsy Test to differentiate between individuals with lung cancer and relevant contrast groups.

The contrast groups will be representative of the clinical populations in which the test is intended to be used.

Thus, Evolution Phase 2a will be designed as a cross-sectional, case-control trial that will be conducted at various sites, both in the UK and EU.","Lung Cancer","DIAGNOSTIC_TEST: OWL-EVO1","Owlstone Ltd",,"ALL","ADULT, OLDER_ADULT","PHASE2",350,"INTERVENTIONAL","10/05/23 00:00:00",,,0,97,0,0,,,97,97,97,0,1,97,97,,0,,480,,,,480
"NCT06193902","LEU01101: Safety and Preliminary Efficacy of LEU011 in Solid Tumours.","https://clinicaltrials.gov/study/NCT06193902","AERIAL","RECRUITING","This is a dose-escalation open-label Phase 1/2a study. The purpose of this first-in-human study is to assess the safety and tolerability of LEU011 (autologous CAR T cells targeting NKG2D ligands) in patients with solid tumours.","Tumor, Solid","BIOLOGICAL: LEU011","Leucid Bio",,"ALL","ADULT, OLDER_ADULT","PHASE1|PHASE2",17,"INTERVENTIONAL","11/13/23 00:00:00","07/01/25 00:00:00","06/01/27 00:00:00",0,29,1,1,,,29,29,29,0,1,29,29,"1",0,,481,,,,481
"NCT06203210","A Study of Ifinatamab Deruxtecan Versus Treatment of Physician's Choice in Subjects With Relapsed Small Cell Lung Cancer","https://clinicaltrials.gov/study/NCT06203210","IDeate-Lung02","RECRUITING","This study was designed to compare the efficacy and safety of I-DXd with treatment of physician's choice in participants with relapsed small cell lung cancer (SCLC).","Small Cell Lung Cancer","DRUG: Ifinatamab deruxtecan|DRUG: Topotecan|DRUG: Amrubicin|DRUG: Lurbinectedin","Daiichi Sankyo","Merck Sharp & Dohme LLC","ALL","ADULT, OLDER_ADULT","PHASE3",468,"INTERVENTIONAL","05/21/24 00:00:00",,,0,241,0,0,,,241,241,241,0,1,241,241,,0,,482,,,,482
"NCT06208150","A Study Comparing Talquetamab Plus Pomalidomide, Talquetamab Plus Teclistamab, and Elotuzumab, Pomalidomide, and Dexamethasone or Pomalidomide, Bortezomib, and Dexamethasone in Participants With Relapsed or Refractory Myeloma Who Have Received an Anti-CD3","https://clinicaltrials.gov/study/NCT06208150","MonumenTAL-6","RECRUITING","The purpose of this study is to compare the effectiveness of either talquetamab plus pomalidomide (Tal-P) or talquetamab plus teclistamab (Tal-Tec) with elotuzumab, pomalidomide, and dexamethasone (EPd) or pomalidomide, bortezomib, and dexamethasone (PVd).","Relapsed or Refractory Multiple Myeloma","DRUG: Talquetamab|DRUG: Pomalidomide|DRUG: Teclistamab|DRUG: Elotuzumab|DRUG: Dexamethasone|DRUG: Bortezomib","Janssen Research & Development, LLC",,"ALL","ADULT, OLDER_ADULT","PHASE3",795,"INTERVENTIONAL","01/22/24 00:00:00","04/23/26 00:00:00","06/30/30 00:00:00",0,407,1,0,,,407,407,407,0,1,407,407,"2",0,,483,,,,483
